event_id,dist_to_river_m
100,12.010391198093412
101,15.760159823320183
102,8.534734855989104
103,144.1809585339093
104,22.1554126085835
105,60.73524040469603
106,167.862643248202
107,81.88293708702416
108,1352.1801346239565
109,77.25271138189328
110,15.14671803123193
111,0.3055493852202808
112,9.40887488323708
113,4.340705508323584
114,57.82857363830469
115,14.144733977837117
116,9.069227927598027
117,36.27199487791208
118,53.3681989424521
119,77.49833732269046
120,21.068725262201234
121,1012.0902278860834
122,677.5109000194855
123,179.91603204608478
124,17.47855318521884
125,3.619116179625761
126,17.922960104283646
127,4.343765466041394
128,27.389676605609623
129,27.19320444321896
130,75.86835801200895
131,7.103260141553843
132,6.236877416030902
133,5.392141114052413
134,19.20301816825303
135,104.9585873168706
136,7.76743275937331
137,73.22601017407924
138,148.56205832479725
139,45.73841090101111
140,23.727140740147647
141,101.23734349592048
142,21.990357234987023
143,34.32434389061689
144,66.10719685016711
145,24.231985309448646
146,26.35375657300591
147,11.846553964024658
148,37.770960603405065
149,91.98707878686191
150,1164.0187107520826
151,152.40076531406498
152,6.0243290982645314
153,0.3723987925091409
154,25.389782641624425
155,407.71586315702496
156,477.6234142404605
157,35.30831603700146
158,21.432348107336914
159,1.782393615874117
160,38.84063493109462
161,0.38445447591175735
162,463.1479502637653
163,22.17103707718821
164,432.67591044498175
165,35.89880484986987
166,48.23065679616333
167,4.925819977329402
168,124.4384709298205
169,345.3816070317778
170,7.928347522994971
171,3.6905410965394494
172,2.980550208271234
173,35.37030701517798
174,5.865382833665662
175,51.93890804846305
176,7.303991447548088
177,5606.572572572775
178,25.146842674304644
179,39.12447550719958
180,2.980550208271234
181,35.37030701517798
182,5.865382833665662
183,0.6404731220991636
184,51.38894025248848
185,28.192617133350385
186,25.146842674304644
187,6.2674082119552725
188,7.303991447548088
189,5606.572572572775
190,361.44600301643425
191,24.017826681893254
192,1.8003430826933131
193,183.22250945691115
194,44.12110152221425
195,41.352582586402214
196,1.6063738172298574
197,12.80697763232966
198,0.739298643608566
199,81.56308119090824
